date,open,high,low,close,volume
2005-09-09,98.9074,100.7625,98.4692,99.7386,4945540
2005-09-12,98.4202,100.3874,96.8857,98.7942,2103342
2005-09-13,100.1046,100.4996,99.6326,99.8606,2588806
2005-09-14,98.4323,99.17,97.3189,98.2485,2408344
2005-09-15,97.2107,99.4862,97.0309,98.6561,4964603
2005-09-16,99.7473,99.9616,98.3444,98.8877,3744927
2005-09-19,98.0113,98.4524,97.7876,98.1787,3100159
2005-09-20,97.9218,98.3542,97.7704,98.1716,2143892
2005-09-21,98.0976,98.6878,96.7988,97.4604,771016
2005-09-22,96.7191,97.9905,94.7007,96.2343,4559583
2005-09-23,97.248,97.2621,95.2949,95.846,997558
2005-09-26,94.5788,95.0809,94.2295,94.6035,3769257
2005-09-27,94.0234,96.4224,93.4852,94.9897,2808222
2005-09-28,94.6852,94.7436,92.5992,93.7065,3649234
2005-09-29,95.1826,96.641,93.8253,94.5294,4648165
2005-09-30,93.2187,93.4725,92.7227,93.2173,1378950
2005-10-03,92.0991,94.4308,91.9961,92.6045,943163
2005-10-04,91.4142,93.4907,90.364,91.9314,2166983
2005-10-05,94.0469,94.0702,92.2449,93.4236,3072718
2005-10-06,94.4909,94.5603,92.6132,93.8134,800924
2005-10-07,93.9501,93.9738,92.4758,93.5941,4149507
2005-10-10,95.3675,95.9238,92.7638,94.1747,3224984
2005-10-11,91.9651,92.7534,91.1751,91.8416,4923923
2005-10-12,91.8508,92.8044,90.5762,91.8124,1787922
2005-10-13,93.0736,94.763,92.9369,94.0586,4586006
2005-10-14,94.7537,95.098,93.4324,94.2269,2226482
2005-10-17,94.6763,95.12,93.3516,94.3226,977197
2005-10-18,95.8605,97.0366,93.0048,94.9641,4276649
2005-10-19,95.9024,96.6973,95.4099,96.0094,845607
2005-10-20,93.4889,94.3976,93.1598,93.7542,3705853
2005-10-21,92.3718,92.6611,91.1391,91.8988,1423684
2005-10-24,93.3252,93.3853,91.0232,92.1495,3516089
2005-10-25,91.1079,93.3355,89.4716,91.3806,1759499
2005-10-26,92.5691,93.2871,92.5269,92.8493,862723
2005-10-27,93.7875,94.0088,91.7802,92.5173,4396121
2005-10-28,90.4036,90.8931,89.3169,90.4124,2085334
2005-10-31,89.6673,90.309,88.3559,89.0649,3403454
2005-11-01,87.5198,87.6808,84.7925,86.1913,678264
2005-11-02,86.8941,87.8995,84.8484,85.9666,4740008
2005-11-03,85.9611,86.4443,85.1809,85.7897,3293706
2005-11-04,85.5795,85.9627,84.641,85.3709,2384815
2005-11-07,86.4218,87.7479,85.1783,86.5006,4551113
2005-11-08,87.2884,88.4087,86.8374,87.7713,2345568
2005-11-09,87.5675,88.8219,87.1454,87.6095,1981376
2005-11-10,85.5191,85.6702,85.1182,85.4108,1758265
2005-11-11,85.6933,86.3044,85.4975,86.0631,3437309
2005-11-14,88.1311,88.3823,84.7341,86.6559,2468830
2005-11-15,86.8799,87.3186,86.5837,86.9956,3060717
2005-11-16,88.1696,88.8561,86.9827,88.0439,4059128
2005-11-17,85.934,87.7545,85.8526,86.8391,3449685
2005-11-18,89.019,89.4352,88.6799,88.9756,3635144
2005-11-21,87.9065,88.5571,87.4735,87.9747,3244498
2005-11-22,89.53,89.8942,88.4099,88.787,4053792
2005-11-23,86.6718,87.7366,86.6094,87.0247,3750425
2005-11-24,85.8718,86.6765,85.3301,86.0758,4238129
2005-11-25,88.1334,88.3805,86.6385,87.674,3345202
2005-11-28,87.622,87.9182,87.0247,87.4174,519308
2005-11-29,88.3503,88.4877,87.8705,88.3206,4590493
2005-11-30,88.6451,88.7237,88.3916,88.5898,1567787
2005-12-01,88.645,89.1465,87.663,88.496,3738087
2005-12-02,89.7576,90.8792,89.0366,89.9742,3444137
2005-12-05,89.1101,91.0405,87.8264,89.737,3473240
2005-12-06,87.4387,88.2006,87.3976,87.8574,2507981
2005-12-07,86.2584,87.8629,85.8698,87.032,2533592
2005-12-08,87.7708,88.5973,86.7269,87.6271,1028536
2005-12-09,89.1937,89.4708,86.8298,88.0616,1603953
2005-12-12,86.7134,87.7637,85.055,86.4384,791558
2005-12-13,85.6981,86.0997,85.4445,85.7074,4584232
2005-12-14,85.4945,85.8019,83.9727,85.1282,4745075
2005-12-15,84.8227,85.3748,84.3731,84.7727,983550
2005-12-16,82.9141,84.9055,82.2149,83.4011,4318024
2005-12-19,82.5807,83.4875,82.5018,82.7912,3560894
2005-12-20,82.7734,83.1657,80.8778,82.0869,1935708
2005-12-21,83.1294,83.803,82.0489,82.867,1210086
2005-12-22,84.134,84.9537,82.9983,83.6922,3376819
2005-12-23,83.9628,84.2704,83.1693,83.5626,624686
2005-12-26,83.2628,84.1018,81.9774,83.1871,1160404
2005-12-27,82.5835,84.0272,81.8043,83.3435,973469
2005-12-28,83.0701,83.6265,82.1715,82.5474,1107377
2005-12-29,81.1976,82.202,81.034,81.4354,530338
2005-12-30,80.2427,80.8073,80.0051,80.5379,2001371
2006-01-02,79.908,80.3972,79.34,79.9427,4106655
2006-01-03,78.147,79.9489,78.0132,78.8501,1765575
2006-01-04,79.5743,79.8656,78.2313,79.0194,1615068
2006-01-05,78.4712,81.0162,78.3523,79.7303,4907229
2006-01-06,78.0105,78.8755,77.4972,78.2418,2667735
2006-01-09,78.0728,78.9347,77.3551,78.2811,609608
2006-01-10,78.7515,79.2744,77.6367,78.0904,3147433
2006-01-11,77.4085,78.9415,77.1275,78.4267,2962811
2006-01-12,78.8871,79.2121,77.3922,78.4302,2410733
2006-01-13,77.0312,77.5604,76.6382,77.0894,4343552
2006-01-16,74.9337,76.8379,74.295,75.9456,3568753
2006-01-17,75.3876,77.5699,75.1495,75.9876,616578
2006-01-18,77.225,77.3205,76.0419,76.9469,2179926
2006-01-19,74.6609,76.4416,73.457,74.9443,2991771
2006-01-20,74.7852,76.6842,73.6147,75.271,3479128
2006-01-23,75.7826,77.105,75.4919,76.3685,2209971
2006-01-24,76.6108,77.5966,75.5997,76.2436,2501959
2006-01-25,76.6182,77.37,76.2646,76.764,1471531
2006-01-26,75.9765,76.7728,75.8181,76.1343,3201223
2006-01-27,76.0867,76.2355,75.6335,76.0406,1559152
2006-01-30,75.4649,75.633,73.9807,74.5907,2699249
2006-01-31,72.0423,73.022,71.5094,72.5361,4165001
2006-02-01,73.3508,73.956,73.1078,73.376,4622679
2006-02-02,72.1568,73.1549,71.562,72.5283,2590039
2006-02-03,72.7969,72.9119,71.3816,72.1474,1433645
2006-02-06,70.9105,71.5128,70.0663,70.9711,706468
2006-02-07,69.4975,70.1202,69.3736,69.7944,4301432
2006-02-08,69.7502,70.0067,69.3089,69.6629,2339722
2006-02-09,69.0245,69.2517,68.8722,69.0695,1348213
2006-02-10,68.7535,69.9511,68.7323,69.3973,4175257
2006-02-13,70.0629,70.082,69.4464,69.7892,2667546
2006-02-14,69.7418,70.2477,69.6762,70.0724,3601203
2006-02-15,70.1864,70.9071,69.6783,70.2874,786877
2006-02-16,71.9651,72.5563,70.8295,71.6451,4797290
2006-02-17,70.7293,71.2216,70.0325,70.7473,1916331
2006-02-20,70.2317,71.1587,70.2278,70.7148,3978901
2006-02-21,72.0548,72.7205,71.0226,71.6969,1836312
2006-02-22,73.222,73.5966,72.223,72.8077,1269267
2006-02-23,72.642,73.1024,70.0467,71.5904,2347272
2006-02-24,70.8731,72.237,70.5657,71.3368,800723
2006-02-27,72.3729,72.9032,72.3527,72.5234,2785047
2006-02-28,74.1956,74.355,71.4877,72.9816,2581505
2006-03-01,74.0742,74.775,72.5822,73.1674,847617
2006-03-02,72.8675,73.877,72.0249,72.9911,2501647
2006-03-03,73.0633,73.5541,71.7691,72.6703,3065234
2006-03-06,72.625,73.7739,72.411,72.9366,2964648
2006-03-07,73.5576,73.6128,72.2867,72.7306,823644
2006-03-08,72.7009,73.178,71.7983,72.708,3522431
2006-03-09,73.0571,73.2236,71.8707,72.7912,1991310
2006-03-10,72.122,72.4984,71.6492,72.2157,1644447
2006-03-13,72.791,72.9124,72.3027,72.6929,4340077
2006-03-14,75.3249,75.824,75.0816,75.295,4947433
2006-03-15,73.5082,74.317,73.3841,73.7212,1010420
2006-03-16,73.7202,74.3893,73.3539,74.0232,2726436
2006-03-17,74.1277,74.3688,72.0298,73.3657,1691219
2006-03-20,74.061,74.2304,73.6693,73.8906,3717355
2006-03-21,74.1021,74.6887,73.6098,73.9466,3233934
2006-03-22,74.5997,75.3062,74.3824,74.6407,2337799
2006-03-23,75.7543,76.2163,75.067,75.7162,3861513
2006-03-24,75.952,76.6852,74.8842,75.9064,3579899
2006-03-27,77.0358,78.1241,75.804,76.96,4674698
2006-03-28,75.6777,76.2073,74.1877,74.8401,4925283
2006-03-29,75.7748,78.0224,75.0541,76.2975,2361389
2006-03-30,76.6687,77.5745,75.7221,76.657,1191141
2006-03-31,77.2401,78.4028,76.7215,77.6704,4651727
2006-04-03,76.4486,77.2965,76.2291,76.557,2461664
2006-04-04,75.5574,76.3112,75.1814,75.8128,4498650
2006-04-05,76.5265,76.7722,75.5252,75.9608,3636613
2006-04-06,74.9909,77.2622,74.699,75.9605,2855831
2006-04-07,75.976,76.5644,75.7523,76.2342,4355847
2006-04-10,77.2467,77.7163,76.7108,77.2483,3893692
2006-04-11,75.6212,76.0196,75.3545,75.6443,3367344
2006-04-12,77.4653,77.8038,75.8393,76.5487,2831107
2006-04-13,77.0344,77.3572,75.8952,76.5717,1540780
2006-04-14,76.5854,76.7301,76.2807,76.3999,1451727
2006-04-17,74.888,75.5763,74.6171,75.0781,3403202
2006-04-18,75.1457,76.431,75.1178,75.5477,2231546
2006-04-19,72.7481,74.5995,71.9011,73.4053,3302303
2006-04-20,73.9309,74.1674,73.5748,73.9934,3724386
2006-04-21,72.4043,73.0499,72.3314,72.6949,696401
2006-04-24,73.4351,73.7778,71.8352,72.7561,888237
2006-04-25,73.6431,73.6692,71.727,72.6666,3231022
2006-04-26,74.0435,74.5713,72.5603,73.7084,4894123
2006-04-27,73.4394,74.5788,72.6324,73.5653,2896631
2006-04-28,74.0347,74.5075,72.1759,72.9696,3535484
2006-05-01,72.0772,72.9865,71.7364,72.5419,1802613
2006-05-02,74.0427,74.0986,72.8811,73.6732,1472864
2006-05-03,74.2437,75.8417,73.3188,74.1637,1575129
2006-05-04,73.9956,74.2238,73.4878,73.836,4733184
2006-05-05,72.3714,74.6001,72.3284,73.6416,3955490
2006-05-08,72.3715,72.6304,71.9294,72.284,2102174
2006-05-09,72.3331,73.0592,72.0278,72.6363,792141
2006-05-10,70.8545,71.6305,70.7662,71.1327,4366178
2006-05-11,71.7749,72.5761,71.1617,71.7917,1780270
2006-05-12,71.2098,72.4141,71.0673,71.917,1573021
2006-05-15,73.9407,74.4325,73.829,74.0215,3654809
2006-05-16,73.5021,73.576,72.8713,73.0653,1053289
2006-05-17,72.5355,73.3796,72.4783,72.99,1441426
2006-05-18,74.8654,75.3114,74.1221,74.5971,2751851
2006-05-19,74.9796,76.6015,74.8755,75.6864,1029226
2006-05-22,75.8477,76.6242,73.8702,75.0717,4611692
2006-05-23,75.4838,75.4945,75.0093,75.2888,4923026
2006-05-24,75.132,75.7422,74.6726,75.3057,4239604
2006-05-25,76.4034,76.4608,74.6597,75.576,3045341
2006-05-26,75.2578,75.7071,74.4538,74.96,2953761
2006-05-29,74.8865,75.2513,74.3495,74.8947,1709443
2006-05-30,73.143,74.3696,72.8897,73.4868,1172762
2006-05-31,74.0992,74.1426,73.2306,73.6208,1192844
2006-06-01,74.6875,75.0329,72.538,74.0343,1173292
2006-06-02,73.5333,74.5727,73.3755,73.8473,531978
2006-06-05,71.8004,72.8328,71.7699,72.4443,3843175
2006-06-06,73.3662,74.5813,72.6855,73.3235,3873884
2006-06-07,72.9542,74.873,72.5903,73.6596,3779700
2006-06-08,72.4649,74.0924,71.6407,73.0353,2108732
2006-06-09,73.4511,73.5047,72.2147,72.8043,960215
2006-06-12,71.9006,72.2162,69.9308,71.5193,1375534
2006-06-13,70.4592,71.165,69.9044,70.6588,4190696
2006-06-14,69.9274,71.1677,69.4549,70.2183,4565890
2006-06-15,71.2451,72.1558,69.9988,71.2753,758177
2006-06-16,71.4731,71.5938,69.6634,70.7446,3633489
2006-06-19,71.8807,72.2642,70.4324,71.3044,4534673
2006-06-20,71.3066,71.5306,69.8364,70.8595,4146848
2006-06-21,71.4495,71.7446,70.5094,71.0848,1616262
2006-06-22,70.9164,72.1882,69.6259,70.9785,3450829
2006-06-23,71.2825,73.0997,70.983,71.7404,4185037
2006-06-26,71.5577,71.7201,70.8248,71.2957,4625198
2006-06-27,70.008,70.2396,69.5761,69.9769,3562544
2006-06-28,69.0735,69.3251,68.2182,68.8398,2050031
2006-06-29,68.6268,69.0393,67.4886,68.4155,3509601
2006-06-30,67.148,68.268,66.7823,67.4112,1203844
2006-07-03,67.0431,68.8993,66.3008,67.7574,898301
2006-07-04,68.002,68.1977,66.8354,67.3932,530014
2006-07-05,69.2539,70.1486,68.6391,69.3551,2972369
2006-07-06,67.8755,68.3782,67.7668,67.9374,652175
2006-07-07,68.1482,68.687,67.1789,68.1173,1110110
2006-07-10,66.7456,67.8832,66.2619,67.2149,4342367
2006-07-11,67.1991,67.8629,66.0053,66.8315,2341302
2006-07-12,66.7573,67.4584,65.748,66.9584,3266861
2006-07-13,65.1087,65.7884,63.7706,65.1288,2482819
2006-07-14,65.5662,65.5729,64.5503,65.3272,705016
2006-07-17,66.2472,67.7458,65.6721,66.8495,3171181
2006-07-18,67.2247,67.2566,65.9467,66.5,980268
2006-07-19,67.0234,67.3529,65.9599,66.721,3523518
2006-07-20,67.8605,67.9507,67.3265,67.5602,3634298
2006-07-21,67.7485,67.8893,67.1765,67.4409,3714778
2006-07-24,66.6376,67.2397,66.6235,66.9858,2231995
2006-07-25,65.3481,66.2038,64.4797,65.1943,2653525
2006-07-26,65.4632,66.2191,65.3738,65.7108,3984825
2006-07-27,65.8587,66.2416,65.0689,65.6348,2478038
2006-07-28,64.1821,65.4187,64.1037,64.855,4714507
2006-07-31,64.155,65.7305,64.1009,64.9665,3426251
2006-08-01,65.0326,65.1465,63.9259,64.526,3901997
2006-08-02,64.5181,64.5973,63.6418,64.131,3496287
2006-08-03,64.8122,65.0242,64.4608,64.6122,1317092
2006-08-04,63.5328,64.2755,62.9003,63.5955,2589353
2006-08-07,64.6152,64.9465,63.0146,64.4126,3423515
2006-08-08,64.0992,64.1409,62.9761,63.354,2826670
2006-08-09,62.3756,63.7646,62.2959,62.8647,3179040
2006-08-10,64.1201,64.6945,64.0538,64.3451,4580698
2006-08-11,65.669,65.7848,64.5653,65.2345,4315624
2006-08-14,65.0047,65.8053,64.9164,65.324,1465364
2006-08-15,64.653,65.0522,63.6554,64.6038,1401284
2006-08-16,64.3063,64.7373,63.772,64.2077,1154899
2006-08-17,64.2258,64.87,63.5233,64.277,3735142
2006-08-18,63.8903,64.5179,63.8224,64.3188,2728199
2006-08-21,64.4305,64.7127,63.6726,64.2616,3199024
2006-08-22,64.2889,64.4547,64.0382,64.2506,4402445
2006-08-23,64.8826,65.0192,63.1006,64.0984,2649059
2006-08-24,62.9032,63.3281,62.5094,63.0114,3334588
2006-08-25,63.0925,63.2117,61.8515,62.6346,1809882
2006-08-28,63.1802,63.6524,63.0737,63.3385,4233552
2006-08-29,61.649,63.0859,61.281,62.3194,617144
2006-08-30,62.387,62.4247,61.6855,62.1902,3098737
2006-08-31,60.6401,62.3809,60.448,61.5938,4125203
2006-09-01,61.526,61.9981,61.3797,61.6885,3721435
2006-09-04,61.3132,61.7924,61.2343,61.4137,983432
2006-09-05,62.7321,63.0217,62.0239,62.5247,4339545
2006-09-06,62.9836,63.0885,62.6115,62.9186,2198165
2006-09-07,62.149,62.2671,61.068,61.9483,2839411
2006-09-08,62.1612,62.6605,62.0753,62.4618,2732696
2006-09-11,61.6644,62.5412,61.2485,61.8962,2050993
2006-09-12,61.1315,62.0814,60.6902,61.4814,1983735
2006-09-13,62.0495,62.0718,61.234,61.7257,4613024
2006-09-14,61.6275,62.2184,60.8016,61.3748,3481033
2006-09-15,61.9065,62.5213,61.5933,62.0483,4967192
2006-09-18,61.3512,61.6736,61.2138,61.4866,1978193
2006-09-19,60.9256,61.3203,60.7406,61.0438,1838407
2006-09-20,60.627,60.7153,60.4085,60.577,2823409
2006-09-21,60.1746,60.3888,59.9135,60.1793,3246293
2006-09-22,61.183,61.9623,59.8917,60.9905,928367
2006-09-25,61.3653,61.8634,60.9228,61.4648,2127444
2006-09-26,61.4503,63.2541,61.4017,62.7516,2455228
2006-09-27,64.5703,64.7457,64.185,64.4955,884281
2006-09-28,64.1973,64.7996,62.6163,63.7154,3123502
2006-09-29,63.3976,64.0269,63.2593,63.782,1042976
2006-10-02,63.138,63.386,62.6785,62.9007,4378214
2006-10-03,62.8716,63.0738,61.4226,62.3289,2833108
2006-10-04,61.8481,62.0771,61.5008,61.8718,1317162
2006-10-05,61.1875,61.6102,60.3351,61.1041,2851834
2006-10-06,60.7541,61.2048,59.6991,60.3497,2023858
2006-10-09,59.9817,60.8782,59.5514,60.2574,2479664
2006-10-10,59.173,59.9802,59.0258,59.3958,1666811
2006-10-11,59.9552,60.4008,59.5559,60.0111,2409667
2006-10-12,59.257,59.5685,59.1631,59.3657,1186993
2006-10-13,61.2942,61.9,59.9646,61.4136,1810204
2006-10-16,61.27,61.4939,60.7085,61.0941,2235278
2006-10-17,60.8996,61.6116,60.8937,61.1591,4008063
2006-10-18,60.6302,60.6775,59.6457,60.2279,4587517
2006-10-19,62.6648,62.8511,60.3668,61.4859,4439678
2006-10-20,62.0027,63.1275,61.8317,62.33,2178223
2006-10-23,62.5555,63.3768,61.8041,62.5649,2163817
2006-10-24,60.9532,62.4809,60.5495,61.5742,1724739
2006-10-25,61.9632,61.9796,61.5255,61.7424,2802476
2006-10-26,61.2509,61.9649,60.3197,60.9293,4811190
2006-10-27,62.0849,62.1941,61.8299,62.0204,1609111
2006-10-30,62.9858,63.0012,62.3031,62.6381,3719631
2006-10-31,62.7834,62.9729,62.3935,62.7224,1639789
2006-11-01,61.292,61.457,60.1799,60.9273,2163536
2006-11-02,59.7118,60.8777,59.3425,60.2246,2855642
2006-11-03,60.1709,61.6032,59.7446,60.7358,3871933
2006-11-06,61.4765,61.9989,61.0641,61.6386,4283412
2006-11-07,62.5953,62.6867,61.9149,62.477,3373450
2006-11-08,60.6103,61.6008,60.57,61.307,3226239
2006-11-09,61.4566,62.2069,60.8638,61.5416,4346778
2006-11-10,62.5283,62.6364,62.0186,62.3086,3311272
2006-11-13,60.6795,61.9222,60.4114,61.0931,999540
2006-11-14,61.2398,61.5527,60.7385,61.0995,734364
2006-11-15,60.7812,62.1023,60.6818,61.3129,2929366
2006-11-16,60.5717,61.5607,60.5613,61.1042,542971
2006-11-17,59.7305,60.3771,59.4277,59.7731,3659559
2006-11-20,59.9523,60.1649,59.0707,59.5518,4000607
2006-11-21,59.1761,59.7765,59.1502,59.3302,4989537
2006-11-22,58.9935,59.8097,58.5247,59.2368,601709
2006-11-23,59.4663,59.9402,58.1937,58.8493,3207827
2006-11-24,58.5103,58.8327,58.3217,58.549,4705994
2006-11-27,58.4693,58.9269,58.0489,58.5328,1133101
2006-11-28,58.9545,59.7014,58.2066,58.8562,3991773
2006-11-29,59.1765,59.2864,58.092,58.6533,4871927
2006-11-30,59.0641,59.2226,57.9461,58.3774,814238
2006-12-01,57.6723,59.1591,57.5712,58.4538,2564469
2006-12-04,57.4946,58.033,56.2838,57.1332,824817
2006-12-05,57.5275,57.6841,57.3415,57.4727,2696901
2006-12-06,57.0268,58.1226,56.4249,57.4838,4344745
2006-12-07,57.2457,58.2062,56.3135,57.5227,1639160
2006-12-08,58.2577,58.3125,57.857,58.2014,4068190
2006-12-11,57.0724,57.2423,56.4934,56.8647,4161330
2006-12-12,55.4446,55.9207,54.8186,55.5447,556979
2006-12-13,55.5538,56.2474,55.4061,55.7387,2881846
2006-12-14,55.8578,56.0803,55.4968,55.7451,1629397
2006-12-15,56.0371,56.5943,55.4842,55.8702,4882558
2006-12-18,55.6643,56.5819,54.9229,55.5723,3632096
2006-12-19,56.6779,56.7653,55.2093,56.0284,2835627
2006-12-20,56.8989,56.902,56.4833,56.6703,3426796
2006-12-21,57.2269,57.2513,56.7497,57.0118,1312500
2006-12-22,56.9144,57.2153,56.0629,56.845,2769026
2006-12-25,56.0121,56.6675,55.0337,55.4363,3966377
2006-12-26,55.8674,56.308,55.6607,55.9616,4751999
2006-12-27,57.414,57.4672,56.4616,56.7995,1164654
2006-12-28,57.4471,58.4056,56.6448,57.2519,4574261
2006-12-29,56.4036,57.2397,56.1924,56.6621,1775067
2007-01-01,56.756,57.8638,56.618,57.1335,4391785
2007-01-02,57.879,57.9656,57.4383,57.7381,4727688
2007-01-03,58.7189,59.4294,58.3719,58.8401,4077072
2007-01-04,58.5154,58.864,57.3729,58.2364,4893645
2007-01-05,58.2115,58.6081,57.5437,58.09,2999044
2007-01-08,58.4843,59.1796,58.2092,58.6249,3994988
2007-01-09,59.0714,59.1863,58.4167,58.6771,4585718
2007-01-10,58.2193,58.3529,57.4912,57.9072,1431036
2007-01-11,57.5646,59.5011,57.1628,58.2076,3707936
2007-01-12,58.4902,58.7862,58.4491,58.6249,3838645
2007-01-15,58.6817,59.1769,57.9374,58.6986,2715521
2007-01-16,58.4971,59.5259,58.1838,58.8652,3173242
2007-01-17,58.4747,58.8779,58.2741,58.6945,3448245
2007-01-18,60.2501,60.3325,59.0299,59.757,2510327
2007-01-19,59.0654,59.4094,58.9922,59.1264,3181384
2007-01-22,58.7591,59.4854,58.1137,58.7229,2507608
2007-01-23,58.5181,59.6626,58.0394,58.7424,2616274
2007-01-24,59.193,60.0959,58.7112,59.3771,2538725
2007-01-25,58.4237,59.3789,57.8625,58.3314,2583797
2007-01-26,57.3269,57.8631,57.1385,57.4329,1950610
2007-01-29,56.3823,56.6839,55.4085,56.0567,980783
2007-01-30,56.7959,57.131,55.3501,56.0899,2921150
2007-01-31,55.1041,55.8352,54.2475,55.3533,2404393
2007-02-01,55.5858,55.6676,54.8548,55.1095,664418
2007-02-02,54.7923,56.09,54.5869,55.5597,2879871
2007-02-05,54.9933,55.888,54.0745,55.1447,4318211
2007-02-06,55.7797,56.0108,54.6636,55.309,1652581
2007-02-07,55.2979,55.6368,54.7426,55.1217,4536685
2007-02-08,55.7404,55.7474,55.2819,55.5792,2932554
2007-02-09,55.8904,56.0669,55.6303,55.9082,2258682
2007-02-12,56.236,56.284,55.0827,55.457,4421375
2007-02-13,54.7043,55.9844,54.5641,55.3559,4768557
2007-02-14,55.6503,56.5901,55.6085,56.0648,4659570
2007-02-15,56.1519,56.8764,55.7505,56.3414,3992652
2007-02-16,55.7065,55.8297,55.0533,55.4158,3319151
2007-02-19,55.4233,56.573,55.3621,55.8647,4315467
2007-02-20,55.0315,55.6502,54.8228,55.1533,4362102
2007-02-21,56.4546,56.4653,55.7558,56.1074,4510753
2007-02-22,57.0143,57.2208,56.6456,56.8125,4235616
2007-02-23,57.1977,58.2305,56.5287,57.0219,2031432
2007-02-26,56.4732,57.5127,56.3854,57.141,4853482
2007-02-27,57.2667,57.4101,56.8242,57.0093,4157215
2007-02-28,57.7181,57.7614,57.182,57.4868,4397050
2007-03-01,57.6479,57.9683,56.7285,57.2431,1153081
2007-03-02,56.8161,58.1364,56.6422,57.4166,558097
2007-03-05,57.8589,58.4474,57.1902,58.0321,4896662
2007-03-06,57.581,58.554,56.9248,57.6537,3275627
2007-03-07,57.843,57.9578,56.7618,57.2404,3178747
2007-03-08,56.4746,56.5735,56.1575,56.4372,3658222
2007-03-09,56.0677,56.2633,55.2755,55.732,3623643
2007-03-12,54.554,54.7818,54.3933,54.5334,685632
2007-03-13,54.7331,55.5184,54.7131,55.0241,1878826
2007-03-14,56.5397,56.8633,55.5184,56.2428,2932496
2007-03-15,57.307,57.5942,56.8109,57.2245,643395
2007-03-16,55.966,56.3747,55.8986,56.13,4485828
2007-03-19,57.1022,57.4017,56.1704,56.6317,1233928
2007-03-20,57.1576,57.9139,57.0249,57.6179,2434565
2007-03-21,57.5212,57.7601,56.8426,57.3144,1139323
2007-03-22,57.8429,58.4553,56.3168,57.3957,781582
2007-03-23,55.7282,56.3572,55.7234,56.0405,2490946
2007-03-26,56.4637,56.6918,55.6791,56.2314,3996953
2007-03-27,55.5549,56.0306,55.2276,55.5294,1816414
2007-03-28,55.8883,56.664,55.0919,55.6737,2564488
2007-03-29,55.0644,55.0953,54.2221,54.6513,4749724
2007-03-30,55.3536,55.4962,53.7171,55.0195,2190438
2007-04-02,55.2593,56.5814,54.4398,55.7112,4286862
2007-04-03,55.2339,55.7128,54.0637,55.2012,4942694
2007-04-04,54.3557,54.6786,54.0154,54.464,2929329
2007-04-05,53.3762,53.5733,52.4646,53.0836,3253420
2007-04-06,52.8484,53.1813,52.6919,52.9248,4335719
2007-04-09,52.6552,53.5764,51.8352,52.5672,3557971
2007-04-10,51.405,52.3504,51.2853,51.6082,3132848
2007-04-11,52.1277,52.1637,51.6723,51.8999,4477735
2007-04-12,51.9291,51.9859,51.4141,51.6307,4640091
2007-04-13,50.8184,51.415,50.5909,50.9787,1870264
2007-04-16,50.6941,51.1459,50.0626,50.6507,3853152
2007-04-17,51.0511,51.61,50.711,51.3163,1670602
2007-04-18,51.3498,52.4417,51.1483,51.6993,3808340
2007-04-19,50.9646,52.0313,50.9143,51.629,889076
2007-04-20,52.6253,52.9534,51.1014,52.0244,1737037
2007-04-23,51.0311,51.8591,50.6943,51.3149,4066303
2007-04-24,51.3798,51.7856,50.9481,51.3451,4075091
2007-04-25,52.1417,52.2822,50.8382,51.4463,2611700
2007-04-26,50.8038,52.2499,50.7745,51.1673,3975639
2007-04-27,51.4193,51.6392,51.1533,51.4456,2687811
2007-04-30,51.5354,51.5865,50.4394,50.9763,864243
2007-05-01,51.3916,51.4492,51.1469,51.2994,4154344
2007-05-02,51.3021,52.2382,51.0391,51.6505,760518
2007-05-03,49.551,50.2006,49.3877,49.8837,4106607
2007-05-04,50.7734,50.9168,50.3132,50.6115,4465628
2007-05-07,48.2047,49.4283,48.0987,48.8037,509227
2007-05-08,48.5108,48.7004,48.2272,48.454,4904848
2007-05-09,48.6914,50.0646,48.2716,49.0637,3276596
2007-05-10,49.2103,49.4197,48.1171,48.887,3220863
2007-05-11,48.1236,48.7116,47.764,48.044,1959875
2007-05-14,47.2064,47.9044,46.7112,47.427,1268576
2007-05-15,48.099,48.1823,47.7771,48.0247,602390
2007-05-16,46.6299,47.2489,46.5701,46.9394,2395350
2007-05-17,47.704,48.0163,47.2336,47.5891,4059809
2007-05-18,47.684,47.702,47.2224,47.5672,594720
2007-05-21,47.3094,47.7925,46.4105,46.9008,1504881
2007-05-22,46.3753,46.685,46.3477,46.5831,4197771
2007-05-23,46.5121,46.6011,45.6284,46.0271,2471522
2007-05-24,46.3397,46.6698,46.2908,46.5173,964218
2007-05-25,46.808,47.659,46.3106,46.9374,4920818
2007-05-28,45.8369,46.1355,45.7707,45.9882,2008178
2007-05-29,45.8334,45.9316,45.5786,45.7752,1295748
2007-05-30,45.1816,45.7982,44.9594,45.3125,3032169
2007-05-31,45.7675,47.1269,45.2872,46.0306,883455
2007-06-01,45.2749,45.7741,44.9228,45.2999,3641278
2007-06-04,45.9865,46.6279,45.7294,46.1896,3402576
2007-06-05,46.6122,46.8636,45.6965,46.1804,4581841
2007-06-06,45.6656,46.275,44.9875,45.5501,1822806
2007-06-07,45.3285,45.6453,44.932,45.1904,2398163
2007-06-08,44.4963,44.997,44.3998,44.7667,3512121
2007-06-11,44.3668,44.4383,43.6124,44.096,1359631
2007-06-12,43.9394,44.3363,43.7268,44.1551,2128811
2007-06-13,43.344,44.0358,42.9247,43.5179,990041
